Date,Region,Keyword,InterestScore
2025-10-02,Nepal,Graphic Tees,26
2025-10-02,Nepal,Jackets,16
2025-10-02,Nepal,Crop Tops,7
2025-10-02,Nepal,T-Shirts,28
2025-10-03,Nepal,Hoodies,61
2025-10-03,Nepal,Cargo Pants,18
2025-10-03,Nepal,Graphic Tees,20
2025-10-03,Nepal,Jackets,21
2025-10-03,Nepal,Crop Tops,9
2025-10-03,Nepal,T-Shirts,31
2025-10-04,Nepal,Hoodies,66
2025-10-04,Nepal,Cargo Pants,19
2025-10-04,Nepal,Graphic Tees,26
2025-10-04,Nepal,Jackets,23
2025-10-04,Nepal,Crop Tops,10
2025-10-04,Nepal,T-Shirts,29
2025-10-05,Nepal,Hoodies,61
2025-10-05,Nepal,Cargo Pants,15
2025-10-05,Nepal,Graphic Tees,26
2025-10-05,Nepal,Jackets,17
2025-10-05,Nepal,Crop Tops,11
2025-10-05,Nepal,T-Shirts,27
2025-10-06,Nepal,Hoodies,57
2025-10-06,Nepal,Cargo Pants,18
2025-10-06,Nepal,Graphic Tees,25
2025-10-06,Nepal,Jackets,16
2025-10-06,Nepal,Crop Tops,7
2025-10-06,Nepal,T-Shirts,27
2025-10-07,Nepal,Hoodies,64
2025-10-07,Nepal,Cargo Pants,20
2025-10-07,Nepal,Graphic Tees,20
2025-10-07,Nepal,Jackets,17
2025-10-07,Nepal,Crop Tops,11
2025-10-07,Nepal,T-Shirts,28
2025-10-08,Nepal,Hoodies,65
2025-10-08,Nepal,Cargo Pants,16
2025-10-08,Nepal,Graphic Tees,20
2025-10-08,Nepal,Jackets,19
2025-10-08,Nepal,Crop Tops,13
2025-10-08,Nepal,T-Shirts,31
2025-10-09,Nepal,Hoodies,67
2025-10-09,Nepal,Cargo Pants,18
2025-10-09,Nepal,Graphic Tees,19
2025-10-09,Nepal,Jackets,19
2025-10-09,Nepal,Crop Tops,11
2025-10-09,Nepal,T-Shirts,24
2025-10-10,Nepal,Hoodies,60
2025-10-10,Nepal,Cargo Pants,15
2025-10-10,Nepal,Graphic Tees,25
2025-10-10,Nepal,Jackets,24
2025-10-10,Nepal,Crop Tops,11
2025-10-10,Nepal,T-Shirts,29
2025-10-11,Nepal,Hoodies,67
2025-10-11,Nepal,Cargo Pants,16
2025-10-11,Nepal,Graphic Tees,18
2025-10-11,Nepal,Jackets,16
2025-10-11,Nepal,Crop Tops,12
2025-10-11,Nepal,T-Shirts,30
2025-10-12,Nepal,Hoodies,57
2025-10-12,Nepal,Cargo Pants,21
2025-10-12,Nepal,Graphic Tees,19
2025-10-12,Nepal,Jackets,18
2025-10-12,Nepal,Crop Tops,10
2025-10-12,Nepal,T-Shirts,31
2025-10-13,Nepal,Hoodies,57
2025-10-13,Nepal,Cargo Pants,15
2025-10-13,Nepal,Graphic Tees,23
2025-10-13,Nepal,Jackets,20
2025-10-13,Nepal,Crop Tops,9
2025-10-13,Nepal,T-Shirts,29
2025-10-14,Nepal,Hoodies,65
2025-10-14,Nepal,Cargo Pants,20
2025-10-14,Nepal,Graphic Tees,25
2025-10-14,Nepal,Jackets,21
2025-10-14,Nepal,Crop Tops,7
2025-10-14,Nepal,T-Shirts,30
2025-10-15,Nepal,Hoodies,60
2025-10-15,Nepal,Cargo Pants,19
2025-10-15,Nepal,Graphic Tees,20
2025-10-15,Nepal,Jackets,23
2025-10-15,Nepal,Crop Tops,10
2025-10-15,Nepal,T-Shirts,30
2025-10-16,Nepal,Hoodies,64
2025-10-16,Nepal,Cargo Pants,18
2025-10-16,Nepal,Graphic Tees,25
2025-10-16,Nepal,Jackets,18
2025-10-16,Nepal,Crop Tops,8
2025-10-16,Nepal,T-Shirts,31
2025-10-17,Nepal,Hoodies,60
2025-10-17,Nepal,Cargo Pants,21
2025-10-17,Nepal,Graphic Tees,19
2025-10-17,Nepal,Jackets,23
2025-10-17,Nepal,Crop Tops,12
2025-10-17,Nepal,T-Shirts,32
2025-10-18,Nepal,Hoodies,63
2025-10-18,Nepal,Cargo Pants,21
2025-10-18,Nepal,Graphic Tees,19
2025-10-18,Nepal,Jackets,22
2025-10-18,Nepal,Crop Tops,10
2025-10-18,Nepal,T-Shirts,27
2025-10-19,Nepal,Hoodies,62
2025-10-19,Nepal,Cargo Pants,16
2025-10-19,Nepal,Graphic Tees,21
2025-10-19,Nepal,Jackets,17
2025-10-19,Nepal,Crop Tops,12
2025-10-19,Nepal,T-Shirts,30
2025-10-20,Nepal,Hoodies,65
2025-10-20,Nepal,Cargo Pants,17
2025-10-20,Nepal,Graphic Tees,25
2025-10-20,Nepal,Jackets,18
2025-10-20,Nepal,Crop Tops,13
2025-10-20,Nepal,T-Shirts,30
2025-10-21,Nepal,Hoodies,58
2025-10-21,Nepal,Cargo Pants,21
2025-10-21,Nepal,Graphic Tees,24
2025-10-21,Nepal,Jackets,18
2025-10-21,Nepal,Crop Tops,12
2025-10-21,Nepal,T-Shirts,29
2025-10-22,Nepal,Hoodies,65
2025-10-22,Nepal,Cargo Pants,16
2025-10-22,Nepal,Graphic Tees,18
2025-10-22,Nepal,Jackets,23
2025-10-22,Nepal,Crop Tops,13
2025-10-22,Nepal,T-Shirts,31
2025-10-23,Nepal,Hoodies,61
2025-10-23,Nepal,Cargo Pants,18
2025-10-23,Nepal,Graphic Tees,26
2025-10-23,Nepal,Jackets,20
2025-10-23,Nepal,Crop Tops,8
2025-10-23,Nepal,T-Shirts,32
2025-10-24,Nepal,Hoodies,66
2025-10-24,Nepal,Cargo Pants,20
2025-10-24,Nepal,Graphic Tees,21
2025-10-24,Nepal,Jackets,22
2025-10-24,Nepal,Crop Tops,8
2025-10-24,Nepal,T-Shirts,29
2025-10-25,Nepal,Hoodies,58
2025-10-25,Nepal,Cargo Pants,18
2025-10-25,Nepal,Graphic Tees,26
2025-10-25,Nepal,Jackets,18
2025-10-25,Nepal,Crop Tops,7
2025-10-25,Nepal,T-Shirts,28
2025-10-26,Nepal,Hoodies,65
2025-10-26,Nepal,Cargo Pants,20
2025-10-26,Nepal,Graphic Tees,18
2025-10-26,Nepal,Jackets,16
2025-10-26,Nepal,Crop Tops,7
2025-10-26,Nepal,T-Shirts,29
2025-10-27,Nepal,Hoodies,62
2025-10-27,Nepal,Cargo Pants,21
2025-10-27,Nepal,Graphic Tees,23
2025-10-27,Nepal,Jackets,24
2025-10-27,Nepal,Crop Tops,7
2025-10-27,Nepal,T-Shirts,28
2025-10-28,Nepal,Hoodies,64
2025-10-28,Nepal,Cargo Pants,16
2025-10-28,Nepal,Graphic Tees,21
2025-10-28,Nepal,Jackets,23
2025-10-28,Nepal,Crop Tops,13
2025-10-28,Nepal,T-Shirts,28
2025-10-29,Nepal,Hoodies,60
2025-10-29,Nepal,Cargo Pants,18
2025-10-29,Nepal,Graphic Tees,18
2025-10-29,Nepal,Jackets,24
2025-10-29,Nepal,Crop Tops,13
2025-10-29,Nepal,T-Shirts,32
2025-10-30,Nepal,Hoodies,65
2025-10-30,Nepal,Cargo Pants,19
2025-10-30,Nepal,Graphic Tees,25
2025-10-30,Nepal,Jackets,19
2025-10-30,Nepal,Crop Tops,10
2025-10-30,Nepal,T-Shirts,24
2025-10-31,Nepal,Hoodies,60
2025-10-31,Nepal,Cargo Pants,17
2025-10-31,Nepal,Graphic Tees,19
2025-10-31,Nepal,Jackets,20
2025-10-31,Nepal,Crop Tops,10
2025-10-31,Nepal,T-Shirts,26
