Date,City,Category,StylePersona,AgeGroup,UnitsSold
2025-06-15,Pokhara,Hoodies,K-Fashion Enthusiast,15-19,2
2025-06-15,Pokhara,Hoodies,K-Fashion Enthusiast,20-24,0
2025-06-15,Pokhara,Jackets,Classic Minimalist,25-30,0
2025-06-15,Pokhara,Jackets,Classic Minimalist,31-40,7
2025-06-15,Pokhara,Pants,Bohemian/Indie,25-30,4
2025-06-15,Pokhara,Pants,Bohemian/Indie,31-40,0
2025-06-15,Pokhara,Pants,Classic Minimalist,31-40,1
2025-06-15,Pokhara,Pants,K-Fashion Enthusiast,20-24,1
2025-06-15,Pokhara,T-Shirts,American Streetwear,15-19,1
2025-06-15,Pokhara,T-Shirts,American Streetwear,20-24,1
2025-06-15,Pokhara,T-Shirts,Bohemian/Indie,15-19,2
2025-06-15,Pokhara,T-Shirts,Bohemian/Indie,20-24,5
2025-06-15,Pokhara,T-Shirts,Bohemian/Indie,25-30,1
2025-06-15,Pokhara,T-Shirts,Classic Minimalist,31-40,0
2025-06-15,Pokhara,T-Shirts,K-Fashion Enthusiast,15-19,0
2025-06-15,Pokhara,T-Shirts,K-Fashion Enthusiast,20-24,7
2025-06-15,Pokhara,T-Shirts,K-Fashion Enthusiast,25-30,3
2025-06-15,Pokhara,T-Shirts,K-Fashion Enthusiast,31-40,3
2025-06-16,Bharatpur,Cargo Pants,American Streetwear,25-30,1
2025-06-16,Bharatpur,Cargo Pants,Bohemian/Indie,15-19,1
2025-06-16,Bharatpur,Crop Tops,American Streetwear,20-24,4
2025-06-16,Bharatpur,Crop Tops,American Streetwear,31-40,5
2025-06-16,Bharatpur,Crop Tops,Bohemian/Indie,31-40,1
2025-06-16,Bharatpur,Crop Tops,Classic Minimalist,15-19,0
2025-06-16,Bharatpur,Crop Tops,Classic Minimalist,25-30,3
2025-06-16,Bharatpur,Crop Tops,K-Fashion Enthusiast,15-19,1
2025-06-16,Bharatpur,Hoodies,American Streetwear,15-19,3
2025-06-16,Bharatpur,Hoodies,American Streetwear,20-24,3
2025-06-16,Bharatpur,Hoodies,American Streetwear,25-30,4
2025-06-16,Bharatpur,Hoodies,Bohemian/Indie,31-40,0
2025-06-16,Bharatpur,Hoodies,Classic Minimalist,20-24,8
2025-06-16,Bharatpur,Hoodies,Classic Minimalist,31-40,5
2025-06-16,Bharatpur,Hoodies,K-Fashion Enthusiast,20-24,2
2025-06-16,Bharatpur,Jackets,American Streetwear,31-40,0
2025-06-16,Bharatpur,Jackets,Bohemian/Indie,20-24,2
2025-06-16,Bharatpur,Jackets,Classic Minimalist,15-19,1
2025-06-16,Bharatpur,Jackets,Classic Minimalist,25-30,3
2025-06-16,Bharatpur,Jackets,Classic Minimalist,31-40,3
2025-06-16,Bharatpur,Jackets,K-Fashion Enthusiast,20-24,5
2025-06-16,Bharatpur,Pants,American Streetwear,15-19,1
2025-06-16,Bharatpur,Pants,Bohemian/Indie,20-24,1
2025-06-16,Bharatpur,Pants,Bohemian/Indie,31-40,6
2025-06-16,Bharatpur,Pants,Classic Minimalist,15-19,1
2025-06-16,Bharatpur,Pants,Classic Minimalist,25-30,20
2025-06-16,Bharatpur,T-Shirts,American Streetwear,25-30,0
2025-06-16,Bharatpur,T-Shirts,Bohemian/Indie,15-19,2
2025-06-16,Bharatpur,T-Shirts,Bohemian/Indie,20-24,2
2025-06-16,Bharatpur,T-Shirts,Bohemian/Indie,31-40,1
2025-06-16,Bharatpur,T-Shirts,Classic Minimalist,20-24,0
2025-06-16,Bharatpur,T-Shirts,Classic Minimalist,25-30,4
2025-06-16,Bharatpur,T-Shirts,K-Fashion Enthusiast,25-30,1
2025-06-16,Biratnagar,Cargo Pants,American Streetwear,15-19,1
2025-06-16,Biratnagar,Cargo Pants,Bohemian/Indie,15-19,0
2025-06-16,Biratnagar,Cargo Pants,Bohemian/Indie,25-30,5
2025-06-16,Biratnagar,Cargo Pants,Classic Minimalist,20-24,3
2025-06-16,Biratnagar,Cargo Pants,Classic Minimalist,25-30,5
2025-06-16,Biratnagar,Crop Tops,American Streetwear,15-19,4
2025-06-16,Biratnagar,Crop Tops,American Streetwear,20-24,4
2025-06-16,Biratnagar,Crop Tops,American Streetwear,31-40,1
2025-06-16,Biratnagar,Crop Tops,Bohemian/Indie,25-30,4
2025-06-16,Biratnagar,Crop Tops,Classic Minimalist,31-40,3
2025-06-16,Biratnagar,Hoodies,American Streetwear,15-19,0
2025-06-16,Biratnagar,Hoodies,Bohemian/Indie,25-30,5
2025-06-16,Biratnagar,Hoodies,Classic Minimalist,31-40,4
2025-06-16,Biratnagar,Hoodies,K-Fashion Enthusiast,15-19,9
2025-06-16,Biratnagar,Jackets,American Streetwear,20-24,1
2025-06-16,Biratnagar,Jackets,Bohemian/Indie,20-24,0
2025-06-16,Biratnagar,Jackets,Bohemian/Indie,25-30,0
2025-06-16,Biratnagar,Jackets,Classic Minimalist,15-19,7
2025-06-16,Biratnagar,Jackets,Classic Minimalist,20-24,0
2025-06-16,Biratnagar,Pants,American Streetwear,20-24,1
2025-06-16,Biratnagar,Pants,American Streetwear,25-30,1
2025-06-16,Biratnagar,Pants,American Streetwear,31-40,1
2025-06-16,Biratnagar,Pants,Bohemian/Indie,31-40,1
2025-06-16,Biratnagar,Pants,Classic Minimalist,31-40,5
2025-06-16,Biratnagar,T-Shirts,American Streetwear,15-19,0
2025-06-16,Biratnagar,T-Shirts,Bohemian/Indie,20-24,2
2025-06-16,Biratnagar,T-Shirts,Bohemian/Indie,25-30,5
2025-06-16,Biratnagar,T-Shirts,Classic Minimalist,15-19,3
2025-06-16,Biratnagar,T-Shirts,Classic Minimalist,20-24,1
2025-06-16,Biratnagar,T-Shirts,Classic Minimalist,25-30,1
2025-06-16,Biratnagar,T-Shirts,Classic Minimalist,31-40,2
2025-06-16,Biratnagar,T-Shirts,K-Fashion Enthusiast,20-24,1
2025-06-16,Biratnagar,T-Shirts,K-Fashion Enthusiast,25-30,2
2025-06-16,Biratnagar,T-Shirts,K-Fashion Enthusiast,31-40,0
2025-06-16,Kathmandu,Cargo Pants,American Streetwear,25-30,12
2025-06-16,Kathmandu,Cargo Pants,Bohemian/Indie,15-19,0
2025-06-16,Kathmandu,Cargo Pants,K-Fashion Enthusiast,15-19,7
2025-06-16,Kathmandu,Cargo Pants,K-Fashion Enthusiast,25-30,4
2025-06-16,Kathmandu,Cargo Pants,K-Fashion Enthusiast,31-40,1
2025-06-16,Kathmandu,Crop Tops,American Streetwear,15-19,2
2025-06-16,Kathmandu,Crop Tops,American Streetwear,20-24,3
2025-06-16,Kathmandu,Crop Tops,Classic Minimalist,31-40,0
2025-06-16,Kathmandu,Crop Tops,K-Fashion Enthusiast,25-30,0
2025-06-16,Kathmandu,Hoodies,American Streetwear,25-30,1
2025-06-16,Kathmandu,Hoodies,Bohemian/Indie,15-19,5
2025-06-16,Kathmandu,Hoodies,Classic Minimalist,25-30,1
2025-06-16,Kathmandu,Hoodies,Classic Minimalist,31-40,12
2025-06-16,Kathmandu,Hoodies,K-Fashion Enthusiast,20-24,11
2025-06-16,Kathmandu,Jackets,Bohemian/Indie,20-24,3
2025-06-16,Kathmandu,Jackets,Bohemian/Indie,25-30,5
2025-06-16,Kathmandu,Jackets,Classic Minimalist,31-40,0
2025-06-16,Kathmandu,Jackets,K-Fashion Enthusiast,15-19,10
2025-06-16,Kathmandu,Jackets,K-Fashion Enthusiast,31-40,0
2025-06-16,Kathmandu,Pants,American Streetwear,15-19,0
2025-06-16,Kathmandu,Pants,American Streetwear,20-24,5
2025-06-16,Kathmandu,Pants,American Streetwear,25-30,3
2025-06-16,Kathmandu,Pants,Bohemian/Indie,15-19,0
2025-06-16,Kathmandu,Pants,Bohemian/Indie,25-30,2
2025-06-16,Kathmandu,Pants,Classic Minimalist,31-40,1
2025-06-16,Kathmandu,Pants,K-Fashion Enthusiast,31-40,4
2025-06-16,Kathmandu,T-Shirts,American Streetwear,20-24,5
2025-06-16,Kathmandu,T-Shirts,American Streetwear,25-30,2
2025-06-16,Kathmandu,T-Shirts,Bohemian/Indie,20-24,6
2025-06-16,Kathmandu,T-Shirts,Classic Minimalist,20-24,1
2025-06-16,Kathmandu,T-Shirts,Classic Minimalist,31-40,7
2025-06-16,Kathmandu,T-Shirts,K-Fashion Enthusiast,15-19,7
2025-06-16,Kathmandu,T-Shirts,K-Fashion Enthusiast,31-40,2
2025-06-16,Lalitpur,Cargo Pants,Classic Minimalist,15-19,1
2025-06-16,Lalitpur,Cargo Pants,Classic Minimalist,31-40,3
2025-06-16,Lalitpur,Crop Tops,Bohemian/Indie,15-19,0
2025-06-16,Lalitpur,Crop Tops,Classic Minimalist,25-30,1
2025-06-16,Lalitpur,Crop Tops,K-Fashion Enthusiast,15-19,0
2025-06-16,Lalitpur,Crop Tops,K-Fashion Enthusiast,31-40,1
2025-06-16,Lalitpur,Hoodies,American Streetwear,15-19,4
2025-06-16,Lalitpur,Hoodies,Bohemian/Indie,25-30,2
2025-06-16,Lalitpur,Hoodies,Bohemian/Indie,31-40,2
2025-06-16,Lalitpur,Hoodies,Classic Minimalist,20-24,0
2025-06-16,Lalitpur,Hoodies,Classic Minimalist,31-40,2
2025-06-16,Lalitpur,Hoodies,K-Fashion Enthusiast,20-24,10
2025-06-16,Lalitpur,Hoodies,K-Fashion Enthusiast,25-30,0
2025-06-16,Lalitpur,Hoodies,K-Fashion Enthusiast,31-40,6
2025-06-16,Lalitpur,Jackets,American Streetwear,20-24,9
2025-06-16,Lalitpur,Jackets,American Streetwear,25-30,0
2025-06-16,Lalitpur,Jackets,Bohemian/Indie,15-19,0
2025-06-16,Lalitpur,Jackets,Bohemian/Indie,25-30,1
2025-06-16,Lalitpur,Jackets,Classic Minimalist,31-40,1
2025-06-16,Lalitpur,Jackets,K-Fashion Enthusiast,15-19,1
2025-06-16,Lalitpur,Pants,American Streetwear,15-19,0
2025-06-16,Lalitpur,Pants,American Streetwear,25-30,6
2025-06-16,Lalitpur,Pants,Bohemian/Indie,15-19,0
2025-06-16,Lalitpur,Pants,Classic Minimalist,31-40,1
2025-06-16,Lalitpur,Pants,K-Fashion Enthusiast,20-24,7
2025-06-16,Lalitpur,T-Shirts,American Streetwear,15-19,4
2025-06-16,Lalitpur,T-Shirts,American Streetwear,20-24,7
2025-06-16,Lalitpur,T-Shirts,American Streetwear,31-40,5
2025-06-16,Lalitpur,T-Shirts,Classic Minimalist,25-30,2
2025-06-16,Lalitpur,T-Shirts,K-Fashion Enthusiast,20-24,5
2025-06-16,Pokhara,Cargo Pants,American Streetwear,15-19,10
2025-06-16,Pokhara,Cargo Pants,American Streetwear,31-40,0
2025-06-16,Pokhara,Cargo Pants,Bohemian/Indie,25-30,0
2025-06-16,Pokhara,Cargo Pants,Classic Minimalist,31-40,0
2025-06-16,Pokhara,Crop Tops,American Streetwear,15-19,13
2025-06-16,Pokhara,Crop Tops,American Streetwear,31-40,0
2025-06-16,Pokhara,Crop Tops,Bohemian/Indie,25-30,3
2025-06-16,Pokhara,Crop Tops,Classic Minimalist,20-24,7
2025-06-16,Pokhara,Crop Tops,K-Fashion Enthusiast,15-19,2
2025-06-16,Pokhara,Hoodies,American Streetwear,20-24,0
2025-06-16,Pokhara,Hoodies,Bohemian/Indie,15-19,0
2025-06-16,Pokhara,Hoodies,Bohemian/Indie,31-40,3
2025-06-16,Pokhara,Hoodies,Classic Minimalist,20-24,2
2025-06-16,Pokhara,Hoodies,Classic Minimalist,31-40,6
2025-06-16,Pokhara,Hoodies,K-Fashion Enthusiast,25-30,0
2025-06-16,Pokhara,Jackets,American Streetwear,25-30,4
2025-06-16,Pokhara,Jackets,Classic Minimalist,20-24,1
2025-06-16,Pokhara,Jackets,Classic Minimalist,31-40,8
2025-06-16,Pokhara,Jackets,K-Fashion Enthusiast,15-19,1
2025-06-16,Pokhara,Jackets,K-Fashion Enthusiast,20-24,1
2025-06-16,Pokhara,Pants,American Streetwear,20-24,8
2025-06-16,Pokhara,Pants,American Streetwear,31-40,3
2025-06-16,Pokhara,Pants,Bohemian/Indie,15-19,0
2025-06-16,Pokhara,Pants,Classic Minimalist,25-30,0
2025-06-16,Pokhara,Pants,K-Fashion Enthusiast,15-19,1
2025-06-16,Pokhara,Pants,K-Fashion Enthusiast,25-30,0
2025-06-16,Pokhara,T-Shirts,American Streetwear,20-24,3
2025-06-16,Pokhara,T-Shirts,American Streetwear,25-30,2
2025-06-16,Pokhara,T-Shirts,Bohemian/Indie,25-30,14
2025-06-16,Pokhara,T-Shirts,K-Fashion Enthusiast,15-19,3
2025-06-16,Pokhara,T-Shirts,K-Fashion Enthusiast,20-24,7
2025-06-16,Pokhara,T-Shirts,K-Fashion Enthusiast,31-40,2
2025-06-17,Bharatpur,Cargo Pants,American Streetwear,20-24,3
2025-06-17,Bharatpur,Cargo Pants,Classic Minimalist,31-40,4
2025-06-17,Bharatpur,Crop Tops,Bohemian/Indie,20-24,6
2025-06-17,Bharatpur,Crop Tops,Bohemian/Indie,25-30,5
2025-06-17,Bharatpur,Crop Tops,Bohemian/Indie,31-40,9
2025-06-17,Bharatpur,Hoodies,American Streetwear,15-19,1
2025-06-17,Bharatpur,Hoodies,Bohemian/Indie,20-24,8
2025-06-17,Bharatpur,Hoodies,Bohemian/Indie,31-40,1
2025-06-17,Bharatpur,Hoodies,Classic Minimalist,25-30,1
2025-06-17,Bharatpur,Hoodies,K-Fashion Enthusiast,20-24,6
2025-06-17,Bharatpur,Hoodies,K-Fashion Enthusiast,25-30,0
2025-06-17,Bharatpur,Hoodies,K-Fashion Enthusiast,31-40,6
2025-06-17,Bharatpur,Jackets,American Streetwear,15-19,0
2025-06-17,Bharatpur,Jackets,Bohemian/Indie,15-19,0
2025-06-17,Bharatpur,Jackets,Bohemian/Indie,20-24,2
2025-06-17,Bharatpur,Jackets,Bohemian/Indie,25-30,8
2025-06-17,Bharatpur,Jackets,Bohemian/Indie,31-40,0
2025-06-17,Bharatpur,Jackets,Classic Minimalist,25-30,1
2025-06-17,Bharatpur,Jackets,Classic Minimalist,31-40,4
2025-06-17,Bharatpur,Jackets,K-Fashion Enthusiast,25-30,0
2025-06-17,Bharatpur,Pants,American Streetwear,15-19,1
2025-06-17,Bharatpur,Pants,Bohemian/Indie,25-30,4
2025-06-17,Bharatpur,Pants,K-Fashion Enthusiast,15-19,2
2025-06-17,Bharatpur,Pants,K-Fashion Enthusiast,20-24,8
2025-06-17,Bharatpur,Pants,K-Fashion Enthusiast,31-40,0
2025-06-17,Bharatpur,T-Shirts,American Streetwear,15-19,3
2025-06-17,Bharatpur,T-Shirts,American Streetwear,20-24,5
2025-06-17,Bharatpur,T-Shirts,American Streetwear,25-30,0
2025-06-17,Bharatpur,T-Shirts,American Streetwear,31-40,0
2025-06-17,Bharatpur,T-Shirts,Bohemian/Indie,31-40,1
2025-06-17,Bharatpur,T-Shirts,Classic Minimalist,20-24,0
2025-06-17,Bharatpur,T-Shirts,K-Fashion Enthusiast,15-19,0
2025-06-17,Bharatpur,T-Shirts,K-Fashion Enthusiast,20-24,3
2025-06-17,Biratnagar,Cargo Pants,American Streetwear,20-24,0
2025-06-17,Biratnagar,Cargo Pants,American Streetwear,31-40,0
2025-06-17,Biratnagar,Cargo Pants,Bohemian/Indie,15-19,3
2025-06-17,Biratnagar,Cargo Pants,Bohemian/Indie,25-30,2
2025-06-17,Biratnagar,Cargo Pants,K-Fashion Enthusiast,20-24,3
2025-06-17,Biratnagar,Crop Tops,American Streetwear,20-24,0
2025-06-17,Biratnagar,Crop Tops,Classic Minimalist,31-40,2
2025-06-17,Biratnagar,Hoodies,Bohemian/Indie,20-24,1
2025-06-17,Biratnagar,Hoodies,Bohemian/Indie,25-30,7
2025-06-17,Biratnagar,Hoodies,Classic Minimalist,15-19,1
2025-06-17,Biratnagar,Hoodies,Classic Minimalist,25-30,11
2025-06-17,Biratnagar,Hoodies,Classic Minimalist,31-40,3
2025-06-17,Biratnagar,Hoodies,K-Fashion Enthusiast,20-24,3
2025-06-17,Biratnagar,Jackets,American Streetwear,15-19,2
2025-06-17,Biratnagar,Jackets,American Streetwear,25-30,1
2025-06-17,Biratnagar,Jackets,Bohemian/Indie,15-19,1
2025-06-17,Biratnagar,Jackets,Bohemian/Indie,25-30,1
2025-06-17,Biratnagar,Jackets,Bohemian/Indie,31-40,6
2025-06-17,Biratnagar,Pants,American Streetwear,15-19,5
2025-06-17,Biratnagar,Pants,American Streetwear,20-24,1
2025-06-17,Biratnagar,Pants,American Streetwear,25-30,7
2025-06-17,Biratnagar,Pants,Bohemian/Indie,25-30,3
2025-06-17,Biratnagar,T-Shirts,American Streetwear,15-19,0
2025-06-17,Biratnagar,T-Shirts,American Streetwear,20-24,3
2025-06-17,Biratnagar,T-Shirts,Bohemian/Indie,31-40,2
2025-06-17,Biratnagar,T-Shirts,Classic Minimalist,20-24,5
2025-06-17,Biratnagar,T-Shirts,K-Fashion Enthusiast,15-19,2
2025-06-17,Biratnagar,T-Shirts,K-Fashion Enthusiast,31-40,6
2025-06-17,Kathmandu,Cargo Pants,American Streetwear,25-30,6
2025-06-17,Kathmandu,Cargo Pants,American Streetwear,31-40,1
2025-06-17,Kathmandu,Cargo Pants,Classic Minimalist,25-30,0
2025-06-17,Kathmandu,Cargo Pants,K-Fashion Enthusiast,15-19,11
2025-06-17,Kathmandu,Cargo Pants,K-Fashion Enthusiast,20-24,5
2025-06-17,Kathmandu,Crop Tops,Bohemian/Indie,20-24,3
2025-06-17,Kathmandu,Crop Tops,Bohemian/Indie,25-30,3
2025-06-17,Kathmandu,Crop Tops,Classic Minimalist,20-24,6
2025-06-17,Kathmandu,Crop Tops,Classic Minimalist,25-30,6
2025-06-17,Kathmandu,Crop Tops,K-Fashion Enthusiast,15-19,2
2025-06-17,Kathmandu,Hoodies,American Streetwear,15-19,16
2025-06-17,Kathmandu,Hoodies,American Streetwear,31-40,0
2025-06-17,Kathmandu,Hoodies,Bohemian/Indie,15-19,7
2025-06-17,Kathmandu,Hoodies,Classic Minimalist,20-24,5
2025-06-17,Kathmandu,Hoodies,K-Fashion Enthusiast,20-24,1
2025-06-17,Kathmandu,Hoodies,K-Fashion Enthusiast,25-30,1
2025-06-17,Kathmandu,Jackets,American Streetwear,20-24,7
2025-06-17,Kathmandu,Jackets,Classic Minimalist,15-19,0
2025-06-17,Kathmandu,Jackets,Classic Minimalist,25-30,10
2025-06-17,Kathmandu,Jackets,Classic Minimalist,31-40,3
2025-06-17,Kathmandu,Jackets,K-Fashion Enthusiast,31-40,2
2025-06-17,Kathmandu,Pants,Classic Minimalist,25-30,7
2025-06-17,Kathmandu,Pants,K-Fashion Enthusiast,15-19,2
2025-06-17,Kathmandu,Pants,K-Fashion Enthusiast,31-40,4
2025-06-17,Kathmandu,T-Shirts,American Streetwear,25-30,6
2025-06-17,Kathmandu,T-Shirts,Bohemian/Indie,15-19,1
2025-06-17,Kathmandu,T-Shirts,Bohemian/Indie,20-24,5
2025-06-17,Kathmandu,T-Shirts,Classic Minimalist,20-24,3
2025-06-17,Kathmandu,T-Shirts,Classic Minimalist,31-40,23
2025-06-17,Kathmandu,T-Shirts,K-Fashion Enthusiast,15-19,6
2025-06-17,Kathmandu,T-Shirts,K-Fashion Enthusiast,20-24,2
2025-06-17,Lalitpur,Cargo Pants,American Streetwear,15-19,1
2025-06-17,Lalitpur,Cargo Pants,American Streetwear,25-30,8
2025-06-17,Lalitpur,Cargo Pants,Bohemian/Indie,15-19,0
2025-06-17,Lalitpur,Cargo Pants,Bohemian/Indie,20-24,0
2025-06-17,Lalitpur,Cargo Pants,Bohemian/Indie,31-40,0
2025-06-17,Lalitpur,Crop Tops,American Streetwear,25-30,0
2025-06-17,Lalitpur,Crop Tops,Classic Minimalist,20-24,1
2025-06-17,Lalitpur,Crop Tops,K-Fashion Enthusiast,31-40,3
2025-06-17,Lalitpur,Hoodies,American Streetwear,20-24,6
2025-06-17,Lalitpur,Hoodies,Bohemian/Indie,31-40,0
2025-06-17,Lalitpur,Hoodies,K-Fashion Enthusiast,15-19,13
2025-06-17,Lalitpur,Hoodies,K-Fashion Enthusiast,20-24,1
2025-06-17,Lalitpur,Hoodies,K-Fashion Enthusiast,25-30,2
2025-06-17,Lalitpur,Jackets,American Streetwear,20-24,3
2025-06-17,Lalitpur,Jackets,Classic Minimalist,31-40,7
2025-06-17,Lalitpur,Jackets,K-Fashion Enthusiast,15-19,1
2025-06-17,Lalitpur,Jackets,K-Fashion Enthusiast,25-30,2
2025-06-17,Lalitpur,Pants,American Streetwear,25-30,3
2025-06-17,Lalitpur,Pants,Classic Minimalist,15-19,4
2025-06-17,Lalitpur,Pants,Classic Minimalist,20-24,5
2025-06-17,Lalitpur,Pants,Classic Minimalist,25-30,12
2025-06-17,Lalitpur,Pants,Classic Minimalist,31-40,1
2025-06-17,Lalitpur,Pants,K-Fashion Enthusiast,15-19,4
2025-06-17,Lalitpur,Pants,K-Fashion Enthusiast,20-24,2
2025-06-17,Lalitpur,Pants,K-Fashion Enthusiast,31-40,0
2025-06-17,Lalitpur,T-Shirts,American Streetwear,15-19,0
2025-06-17,Lalitpur,T-Shirts,American Streetwear,25-30,1
2025-06-17,Lalitpur,T-Shirts,Bohemian/Indie,15-19,3
2025-06-17,Lalitpur,T-Shirts,Bohemian/Indie,20-24,1
2025-06-17,Lalitpur,T-Shirts,Bohemian/Indie,25-30,0
2025-06-17,Lalitpur,T-Shirts,Bohemian/Indie,31-40,2
2025-06-17,Lalitpur,T-Shirts,Classic Minimalist,20-24,7
2025-06-17,Lalitpur,T-Shirts,Classic Minimalist,31-40,10
2025-06-17,Lalitpur,T-Shirts,K-Fashion Enthusiast,15-19,12
2025-06-17,Lalitpur,T-Shirts,K-Fashion Enthusiast,25-30,1
2025-06-17,Pokhara,Cargo Pants,Bohemian/Indie,31-40,1
2025-06-17,Pokhara,Cargo Pants,Classic Minimalist,15-19,1
2025-06-17,Pokhara,Cargo Pants,Classic Minimalist,20-24,8
2025-06-17,Pokhara,Cargo Pants,Classic Minimalist,25-30,1
2025-06-17,Pokhara,Cargo Pants,K-Fashion Enthusiast,15-19,4
2025-06-17,Pokhara,Cargo Pants,K-Fashion Enthusiast,25-30,4
2025-06-17,Pokhara,Crop Tops,Classic Minimalist,15-19,0
2025-06-17,Pokhara,Hoodies,American Streetwear,25-30,11
2025-06-17,Pokhara,Hoodies,Bohemian/Indie,31-40,7
2025-06-17,Pokhara,Hoodies,Classic Minimalist,25-30,7
2025-06-17,Pokhara,Hoodies,Classic Minimalist,31-40,3
2025-06-17,Pokhara,Hoodies,K-Fashion Enthusiast,20-24,0
2025-06-17,Pokhara,Jackets,American Streetwear,15-19,5
2025-06-17,Pokhara,Jackets,Classic Minimalist,15-19,3
2025-06-17,Pokhara,Jackets,Classic Minimalist,20-24,1
2025-06-17,Pokhara,Jackets,Classic Minimalist,31-40,5
2025-06-17,Pokhara,Jackets,K-Fashion Enthusiast,15-19,0
2025-06-17,Pokhara,Jackets,K-Fashion Enthusiast,25-30,1
2025-06-17,Pokhara,Pants,American Streetwear,15-19,13
2025-06-17,Pokhara,Pants,Bohemian/Indie,20-24,1
2025-06-17,Pokhara,Pants,Bohemian/Indie,31-40,2
2025-06-17,Pokhara,Pants,K-Fashion Enthusiast,20-24,0
2025-06-17,Pokhara,Pants,K-Fashion Enthusiast,25-30,2
2025-06-17,Pokhara,T-Shirts,American Streetwear,15-19,3
2025-06-17,Pokhara,T-Shirts,American Streetwear,20-24,5
2025-06-17,Pokhara,T-Shirts,Bohemian/Indie,25-30,6
2025-06-17,Pokhara,T-Shirts,Bohemian/Indie,31-40,2
2025-06-17,Pokhara,T-Shirts,Classic Minimalist,20-24,1
2025-06-17,Pokhara,T-Shirts,Classic Minimalist,25-30,0
2025-06-17,Pokhara,T-Shirts,K-Fashion Enthusiast,31-40,16
2025-06-18,Bharatpur,Cargo Pants,American Streetwear,15-19,0
2025-06-18,Bharatpur,Cargo Pants,American Streetwear,25-30,0
2025-06-18,Bharatpur,Cargo Pants,American Streetwear,31-40,1
2025-06-18,Bharatpur,Cargo Pants,Bohemian/Indie,15-19,1
2025-06-18,Bharatpur,Cargo Pants,Bohemian/Indie,20-24,0
2025-06-18,Bharatpur,Cargo Pants,Classic Minimalist,20-24,6
2025-06-18,Bharatpur,Cargo Pants,Classic Minimalist,25-30,0
2025-06-18,Bharatpur,Cargo Pants,K-Fashion Enthusiast,20-24,0
2025-06-18,Bharatpur,Cargo Pants,K-Fashion Enthusiast,31-40,0
2025-06-18,Bharatpur,Crop Tops,K-Fashion Enthusiast,15-19,0
2025-06-18,Bharatpur,Hoodies,American Streetwear,15-19,0
2025-06-18,Bharatpur,Hoodies,Bohemian/Indie,31-40,2
2025-06-18,Bharatpur,Hoodies,Classic Minimalist,20-24,9
2025-06-18,Bharatpur,Hoodies,Classic Minimalist,25-30,6
2025-06-18,Bharatpur,Jackets,American Streetwear,15-19,2
2025-06-18,Bharatpur,Jackets,Bohemian/Indie,20-24,6
2025-06-18,Bharatpur,Jackets,Bohemian/Indie,25-30,0
2025-06-18,Bharatpur,Jackets,Bohemian/Indie,31-40,1
2025-06-18,Bharatpur,Jackets,Classic Minimalist,25-30,9
2025-06-18,Bharatpur,Jackets,K-Fashion Enthusiast,25-30,2
2025-06-18,Bharatpur,Pants,American Streetwear,20-24,7
2025-06-18,Bharatpur,Pants,American Streetwear,31-40,1
2025-06-18,Bharatpur,Pants,Classic Minimalist,25-30,1
2025-06-18,Bharatpur,Pants,Classic Minimalist,31-40,0
2025-06-18,Bharatpur,Pants,K-Fashion Enthusiast,15-19,2
2025-06-18,Bharatpur,T-Shirts,American Streetwear,20-24,7
2025-06-18,Bharatpur,T-Shirts,American Streetwear,25-30,1
2025-06-18,Bharatpur,T-Shirts,American Streetwear,31-40,0
2025-06-18,Bharatpur,T-Shirts,Bohemian/Indie,20-24,5
2025-06-18,Bharatpur,T-Shirts,Bohemian/Indie,25-30,1
2025-06-18,Bharatpur,T-Shirts,Classic Minimalist,31-40,0
2025-06-18,Bharatpur,T-Shirts,K-Fashion Enthusiast,15-19,2
2025-06-18,Bharatpur,T-Shirts,K-Fashion Enthusiast,31-40,0
2025-06-18,Biratnagar,Cargo Pants,Bohemian/Indie,20-24,7
2025-06-18,Biratnagar,Cargo Pants,Bohemian/Indie,31-40,0
2025-06-18,Biratnagar,Cargo Pants,Classic Minimalist,15-19,10
2025-06-18,Biratnagar,Cargo Pants,Classic Minimalist,25-30,2
2025-06-18,Biratnagar,Crop Tops,American Streetwear,20-24,3
2025-06-18,Biratnagar,Crop Tops,American Streetwear,25-30,3
2025-06-18,Biratnagar,Crop Tops,Classic Minimalist,15-19,0
2025-06-18,Biratnagar,Crop Tops,Classic Minimalist,31-40,1
2025-06-18,Biratnagar,Crop Tops,K-Fashion Enthusiast,20-24,1
2025-06-18,Biratnagar,Hoodies,Bohemian/Indie,15-19,3
2025-06-18,Biratnagar,Hoodies,Bohemian/Indie,20-24,2
2025-06-18,Biratnagar,Hoodies,Bohemian/Indie,31-40,5
2025-06-18,Biratnagar,Hoodies,Classic Minimalist,15-19,2
2025-06-18,Biratnagar,Hoodies,Classic Minimalist,25-30,6
2025-06-18,Biratnagar,Hoodies,Classic Minimalist,31-40,2
2025-06-18,Biratnagar,Hoodies,K-Fashion Enthusiast,20-24,0
2025-06-18,Biratnagar,Jackets,American Streetwear,25-30,4
2025-06-18,Biratnagar,Jackets,Bohemian/Indie,31-40,4
2025-06-18,Biratnagar,Jackets,K-Fashion Enthusiast,15-19,10
2025-06-18,Biratnagar,Pants,American Streetwear,20-24,5
2025-06-18,Biratnagar,Pants,American Streetwear,25-30,0
2025-06-18,Biratnagar,Pants,Bohemian/Indie,25-30,3
